zip,full address
1066,"01066,North Hatfield,Massachusetts,MA,Hampshire,15,42.4067,-72.6339"
1070,"01070,Plainfield,Massachusetts,MA,Hampshire,15,42.5144,-72.9183"
1073,"01073,Southampton,Massachusetts,MA,Hampshire,15,42.2247,-72.7194"
1075,"01075,South Hadley,Massachusetts,MA,Hampshire,15,42.2375,-72.5811"
1082,"01082,Ware,Massachusetts,MA,Hampshire,15,42.2618,-72.2583"
1084,"01084,West Chesterfield,Massachusetts,MA,Hampshire,15,42.3903,-72.8709"
1088,"01088,West Hatfield,Massachusetts,MA,Hampshire,15,42.3906,-72.6469"
1096,"01096,Williamsburg,Massachusetts,MA,Hampshire,15,42.4085,-72.778"
1098,"01098,Worthington,Massachusetts,MA,Hampshire,15,42.3843,-72.9314"
1243,"01243,Middlefield,Massachusetts,MA,Hampshire,15,42.3561,-73.0104"
1431,"01431,Ashby,Massachusetts,MA,Middlesex,17,42.6745,-71.8174"
1432,"01432,Ayer,Massachusetts,MA,Middlesex,17,42.5591,-71.5788"
1450,"01450,Groton,Massachusetts,MA,Middlesex,17,42.6124,-71.5584"
1460,"01460,Littleton,Massachusetts,MA,Middlesex,17,42.5401,-71.4877"
1463,"01463,Pepperell,Massachusetts,MA,Middlesex,17,42.6689,-71.5934"
1464,"01464,Shirley,Massachusetts,MA,Middlesex,17,42.5734,-71.6483"
1469,"01469,Townsend,Massachusetts,MA,Middlesex,17,42.6525,-71.6896"
1470,"01470,Groton,Massachusetts,MA,Middlesex,17,42.6112,-71.5745"
1471,"01471,Groton,Massachusetts,MA,Middlesex,17,42.6112,-71.5745"
1472,"01472,West Groton,Massachusetts,MA,Middlesex,17,42.6043,-71.6273"
1474,"01474,West Townsend,Massachusetts,MA,Middlesex,17,42.6678,-71.7522"
1701,"01701,Framingham,Massachusetts,MA,Middlesex,17,42.3007,-71.4255"
1702,"01702,Framingham,Massachusetts,MA,Middlesex,17,42.2822,-71.4339"
1703,"01703,Framingham,Massachusetts,MA,Middlesex,17,42.4464,-71.4594"
1704,"01704,Framingham,Massachusetts,MA,Middlesex,17,42.4464,-71.4594"
1705,"01705,Framingham,Massachusetts,MA,Middlesex,17,42.4464,-71.4594"
1718,"01718,Acton,Massachusetts,MA,Middlesex,17,42.4851,-71.4328"
1719,"01719,Boxborough,Massachusetts,MA,Middlesex,17,42.4884,-71.5178"
1720,"01720,Acton,Massachusetts,MA,Middlesex,17,42.4751,-71.4483"
1721,"01721,Ashland,Massachusetts,MA,Middlesex,17,42.2539,-71.4583"
1730,"01730,Bedford,Massachusetts,MA,Middlesex,17,42.4843,-71.2768"
1731,"01731,Hanscom Afb,Massachusetts,MA,Middlesex,17,42.4567,-71.2795"
1741,"01741,Carlisle,Massachusetts,MA,Middlesex,17,42.5286,-71.3519"
1742,"01742,Concord,Massachusetts,MA,Middlesex,17,42.4567,-71.3747"
1746,"01746,Holliston,Massachusetts,MA,Middlesex,17,42.2026,-71.4361"
1748,"01748,Hopkinton,Massachusetts,MA,Middlesex,17,42.219,-71.5302"
1749,"01749,Hudson,Massachusetts,MA,Middlesex,17,42.3918,-71.5609"
1752,"01752,Marlborough,Massachusetts,MA,Middlesex,17,42.3509,-71.5434"
1754,"01754,Maynard,Massachusetts,MA,Middlesex,17,42.4321,-71.455"
1760,"01760,Natick,Massachusetts,MA,Middlesex,17,42.2875,-71.3574"
1770,"01770,Sherborn,Massachusetts,MA,Middlesex,17,42.2331,-71.3787"
1773,"01773,Lincoln,Massachusetts,MA,Middlesex,17,42.4217,-71.3137"
1775,"01775,Stow,Massachusetts,MA,Middlesex,17,42.4308,-71.515"
1776,"01776,Sudbury,Massachusetts,MA,Middlesex,17,42.3837,-71.4282"
1778,"01778,Wayland,Massachusetts,MA,Middlesex,17,42.3486,-71.3588"
1784,"01784,Woodville,Massachusetts,MA,Middlesex,17,42.2376,-71.562"
1801,"01801,Woburn,Massachusetts,MA,Middlesex,17,42.4829,-71.1574"
1803,"01803,Burlington,Massachusetts,MA,Middlesex,17,42.5089,-71.2004"
1805,"01805,Burlington,Massachusetts,MA,Middlesex,17,42.5048,-71.1956"
1813,"01813,Woburn,Massachusetts,MA,Middlesex,17,42.4793,-71.1523"
1815,"01815,Woburn,Massachusetts,MA,Middlesex,17,42.4793,-71.1523"
1821,"01821,Billerica,Massachusetts,MA,Middlesex,17,42.5519,-71.2518"
1822,"01822,Billerica,Massachusetts,MA,Middlesex,17,42.5584,-71.2689"
1824,"01824,Chelmsford,Massachusetts,MA,Middlesex,17,42.5911,-71.3556"
1826,"01826,Dracut,Massachusetts,MA,Middlesex,17,42.6764,-71.3186"
1827,"01827,Dunstable,Massachusetts,MA,Middlesex,17,42.6739,-71.4952"
1850,"01850,Lowell,Massachusetts,MA,Middlesex,17,42.656,-71.3051"
1851,"01851,Lowell,Massachusetts,MA,Middlesex,17,42.6315,-71.3329"
1852,"01852,Lowell,Massachusetts,MA,Middlesex,17,42.6344,-71.2983"
1853,"01853,Lowell,Massachusetts,MA,Middlesex,17,42.6334,-71.3162"
1854,"01854,Lowell,Massachusetts,MA,Middlesex,17,42.6493,-71.3355"
1862,"01862,North Billerica,Massachusetts,MA,Middlesex,17,42.5757,-71.2902"
1863,"01863,North Chelmsford,Massachusetts,MA,Middlesex,17,42.6347,-71.3908"
1864,"01864,North Reading,Massachusetts,MA,Middlesex,17,42.5819,-71.0947"
1865,"01865,Nutting Lake,Massachusetts,MA,Middlesex,17,42.5379,-71.2689"
1866,"01866,Pinehurst,Massachusetts,MA,Middlesex,17,42.5293,-71.2281"
1867,"01867,Reading,Massachusetts,MA,Middlesex,17,42.528,-71.109"
1876,"01876,Tewksbury,Massachusetts,MA,Middlesex,17,42.6028,-71.2232"
1879,"01879,Tyngsboro,Massachusetts,MA,Middlesex,17,42.6724,-71.4158"
1880,"01880,Wakefield,Massachusetts,MA,Middlesex,17,42.5009,-71.0685"
1886,"01886,Westford,Massachusetts,MA,Middlesex,17,42.5864,-71.4401"
1887,"01887,Wilmington,Massachusetts,MA,Middlesex,17,42.5581,-71.1723"
1888,"01888,Woburn,Massachusetts,MA,Middlesex,17,42.4793,-71.1523"
1889,"01889,North Reading,Massachusetts,MA,Middlesex,17,42.5716,-71.1096"
1890,"01890,Winchester,Massachusetts,MA,Middlesex,17,42.453,-71.1441"
2138,"02138,Cambridge,Massachusetts,MA,Middlesex,17,42.377,-71.1256"
2139,"02139,Cambridge,Massachusetts,MA,Middlesex,17,42.3647,-71.1042"
2140,"02140,Cambridge,Massachusetts,MA,Middlesex,17,42.3932,-71.1338"
2141,"02141,Cambridge,Massachusetts,MA,Middlesex,17,42.3687,-71.0836"
2142,"02142,Cambridge,Massachusetts,MA,Middlesex,17,42.362,-71.083"
2143,"02143,Somerville,Massachusetts,MA,Middlesex,17,42.3829,-71.1028"
2144,"02144,Somerville,Massachusetts,MA,Middlesex,17,42.4003,-71.1221"
2145,"02145,Somerville,Massachusetts,MA,Middlesex,17,42.3907,-71.0929"
2148,"02148,Malden,Massachusetts,MA,Middlesex,17,42.4291,-71.0605"
2149,"02149,Everett,Massachusetts,MA,Middlesex,17,42.4112,-71.0514"
2153,"02153,Medford,Massachusetts,MA,Middlesex,17,42.4184,-71.1062"
2155,"02155,Medford,Massachusetts,MA,Middlesex,17,42.4173,-71.1087"
2156,"02156,West Medford,Massachusetts,MA,Middlesex,17,42.4223,-71.1328"
2176,"02176,Melrose,Massachusetts,MA,Middlesex,17,42.4581,-71.0632"
2180,"02180,Stoneham,Massachusetts,MA,Middlesex,17,42.4828,-71.0978"
2212,"02212,Boston,Massachusetts,MA,Middlesex,17,42.3584,-71.0598"
2238,"02238,Cambridge,Massachusetts,MA,Middlesex,17,42.3751,-71.1056"
2420,"02420,Lexington,Massachusetts,MA,Middlesex,17,42.4563,-71.2167"
2421,"02421,Lexington,Massachusetts,MA,Middlesex,17,42.4426,-71.2265"
2451,"02451,Waltham,Massachusetts,MA,Middlesex,17,42.3986,-71.2451"
2452,"02452,Waltham,Massachusetts,MA,Middlesex,17,42.3943,-71.218"
2453,"02453,Waltham,Massachusetts,MA,Middlesex,17,42.3654,-71.2317"
2454,"02454,Waltham,Massachusetts,MA,Middlesex,17,42.3567,-71.2505"
2455,"02455,North Waltham,Massachusetts,MA,Middlesex,17,42.3621,-71.2055"
2456,"02456,New Town,Massachusetts,MA,Middlesex,17,42.4464,-71.4594"
2458,"02458,Newton,Massachusetts,MA,Middlesex,17,42.3528,-71.1875"
2459,"02459,Newton Center,Massachusetts,MA,Middlesex,17,42.3341,-71.1833"
2460,"02460,Newtonville,Massachusetts,MA,Middlesex,17,42.352,-71.2084"
2461,"02461,Newton Highlands,Massachusetts,MA,Middlesex,17,42.3168,-71.2084"
2462,"02462,Newton Lower Falls,Massachusetts,MA,Middlesex,17,42.3299,-71.2562"
2464,"02464,Newton Upper Falls,Massachusetts,MA,Middlesex,17,42.3129,-71.2195"
2465,"02465,West Newton,Massachusetts,MA,Middlesex,17,42.3492,-71.2267"
2466,"02466,Auburndale,Massachusetts,MA,Middlesex,17,42.3441,-71.248"
2467,"02467,Chestnut Hill,Massachusetts,MA,Middlesex,17,42.3164,-71.1612"
2468,"02468,Waban,Massachusetts,MA,Middlesex,17,42.3271,-71.2315"
2471,"02471,Watertown,Massachusetts,MA,Middlesex,17,42.3709,-71.1828"
2472,"02472,Watertown,Massachusetts,MA,Middlesex,17,42.37,-71.1773"
2474,"02474,Arlington,Massachusetts,MA,Middlesex,17,42.4202,-71.1565"
2475,"02475,Arlington Heights,Massachusetts,MA,Middlesex,17,42.4204,-71.1801"
2476,"02476,Arlington,Massachusetts,MA,Middlesex,17,42.4162,-71.1752"
2477,"02477,Watertown,Massachusetts,MA,Middlesex,17,42.3709,-71.1828"
2478,"02478,Belmont,Massachusetts,MA,Middlesex,17,42.3959,-71.1787"
2479,"02479,Waverley,Massachusetts,MA,Middlesex,17,42.3876,-71.1828"
2493,"02493,Weston,Massachusetts,MA,Middlesex,17,42.3589,-71.3001"
2495,"02495,Nonantum,Massachusetts,MA,Middlesex,17,42.3626,-71.2023"
2554,"02554,Nantucket,Massachusetts,MA,Nantucket,19,41.2725,-70.0932"
2564,"02564,Siasconset,Massachusetts,MA,Nantucket,19,41.2639,-69.9626"
2584,"02584,Nantucket,Massachusetts,MA,Nantucket,19,41.2778,-70.046"
2019,"02019,Bellingham,Massachusetts,MA,Norfolk,21,42.0746,-71.4768"
2021,"02021,Canton,Massachusetts,MA,Norfolk,21,42.1645,-71.1355"
2025,"02025,Cohasset,Massachusetts,MA,Norfolk,21,42.2395,-70.8128"
2026,"02026,Dedham,Massachusetts,MA,Norfolk,21,42.2437,-71.1637"
2027,"02027,Dedham,Massachusetts,MA,Norfolk,21,42.18,-71.0892"
2030,"02030,Dover,Massachusetts,MA,Norfolk,21,42.2362,-71.2854"
2032,"02032,East Walpole,Massachusetts,MA,Norfolk,21,42.1532,-71.2179"
2035,"02035,Foxboro,Massachusetts,MA,Norfolk,21,42.0649,-71.2441"
2038,"02038,Franklin,Massachusetts,MA,Norfolk,21,42.0935,-71.4058"
2052,"02052,Medfield,Massachusetts,MA,Norfolk,21,42.1845,-71.3048"
2053,"02053,Medway,Massachusetts,MA,Norfolk,21,42.1514,-71.4217"
2054,"02054,Millis,Massachusetts,MA,Norfolk,21,42.1669,-71.3607"
2056,"02056,Norfolk,Massachusetts,MA,Norfolk,21,42.1177,-71.3269"
2062,"02062,Norwood,Massachusetts,MA,Norfolk,21,42.1868,-71.2033"
2067,"02067,Sharon,Massachusetts,MA,Norfolk,21,42.1094,-71.1759"
2070,"02070,Sheldonville,Massachusetts,MA,Norfolk,21,42.0348,-71.387"
2071,"02071,South Walpole,Massachusetts,MA,Norfolk,21,42.0992,-71.2752"
2072,"02072,Stoughton,Massachusetts,MA,Norfolk,21,42.1253,-71.1074"
2081,"02081,Walpole,Massachusetts,MA,Norfolk,21,42.1444,-71.2544"
2090,"02090,Westwood,Massachusetts,MA,Norfolk,21,42.2148,-71.2104"
2093,"02093,Wrentham,Massachusetts,MA,Norfolk,21,42.0617,-71.3396"
2169,"02169,Quincy,Massachusetts,MA,Norfolk,21,42.2491,-70.9978"
2170,"02170,Quincy,Massachusetts,MA,Norfolk,21,42.2671,-71.0186"
2171,"02171,Quincy,Massachusetts,MA,Norfolk,21,42.2825,-71.0241"
2184,"02184,Braintree,Massachusetts,MA,Norfolk,21,42.2093,-70.9963"
2185,"02185,Braintree,Massachusetts,MA,Norfolk,21,42.18,-71.0892"
2186,"02186,Milton,Massachusetts,MA,Norfolk,21,42.2537,-71.0771"
2187,"02187,Milton Village,Massachusetts,MA,Norfolk,21,42.2668,-71.0717"
2188,"02188,Weymouth,Massachusetts,MA,Norfolk,21,42.2113,-70.9582"
2189,"02189,East Weymouth,Massachusetts,MA,Norfolk,21,42.214,-70.9203"
2190,"02190,South Weymouth,Massachusetts,MA,Norfolk,21,42.1751,-70.9495"
2191,"02191,North Weymouth,Massachusetts,MA,Norfolk,21,42.2459,-70.9467"
2269,"02269,Quincy,Massachusetts,MA,Norfolk,21,42.2529,-71.0023"
2322,"02322,Avon,Massachusetts,MA,Norfolk,21,42.1258,-71.0437"
2343,"02343,Holbrook,Massachusetts,MA,Norfolk,21,42.1464,-71.0083"
2368,"02368,Randolph,Massachusetts,MA,Norfolk,21,42.1736,-71.0514"
2445,"02445,Brookline,Massachusetts,MA,Norfolk,21,42.3259,-71.1341"
2446,"02446,Brookline,Massachusetts,MA,Norfolk,21,42.3431,-71.123"
2447,"02447,Brookline Village,Massachusetts,MA,Norfolk,21,42.3329,-71.1162"
2457,"02457,Babson Park,Massachusetts,MA,Norfolk,21,42.18,-71.0892"
2481,"02481,Wellesley Hills,Massachusetts,MA,Norfolk,21,42.3106,-71.2747"
2482,"02482,Wellesley,Massachusetts,MA,Norfolk,21,42.2945,-71.2992"
2492,"02492,Needham,Massachusetts,MA,Norfolk,21,42.2798,-71.2501"
2494,"02494,Needham Heights,Massachusetts,MA,Norfolk,21,42.2945,-71.2328"
2762,"02762,Plainville,Massachusetts,MA,Norfolk,21,42.0124,-71.3275"
2018,"02018,Accord,Massachusetts,MA,Plymouth,23,42.1745,-70.8837"
2020,"02020,Brant Rock,Massachusetts,MA,Plymouth,23,42.0818,-70.6439"
2040,"02040,Greenbush,Massachusetts,MA,Plymouth,23,42.1793,-70.7495"
2041,"02041,Green Harbor,Massachusetts,MA,Plymouth,23,42.0696,-70.6491"
2043,"02043,Hingham,Massachusetts,MA,Plymouth,23,42.2245,-70.8911"
2044,"02044,Hingham,Massachusetts,MA,Plymouth,23,42.2418,-70.8898"
2045,"02045,Hull,Massachusetts,MA,Plymouth,23,42.2853,-70.8754"
2047,"02047,Humarock,Massachusetts,MA,Plymouth,23,42.1428,-70.6935"
2050,"02050,Marshfield,Massachusetts,MA,Plymouth,23,42.1062,-70.6993"
2051,"02051,Marshfield Hills,Massachusetts,MA,Plymouth,23,42.1512,-70.7341"
2055,"02055,Minot,Massachusetts,MA,Plymouth,23,42.2404,-70.762"
2059,"02059,North Marshfield,Massachusetts,MA,Plymouth,23,42.1432,-70.7703"
2060,"02060,North Scituate,Massachusetts,MA,Plymouth,23,42.219,-70.7856"
2061,"02061,Norwell,Massachusetts,MA,Plymouth,23,42.1596,-70.8217"
2065,"02065,Ocean Bluff,Massachusetts,MA,Plymouth,23,42.0972,-70.6516"
2066,"02066,Scituate,Massachusetts,MA,Plymouth,23,42.2032,-70.7525"
2301,"02301,Brockton,Massachusetts,MA,Plymouth,23,42.0794,-71.04"
2302,"02302,Brockton,Massachusetts,MA,Plymouth,23,42.0847,-71.0002"
2303,"02303,Brockton,Massachusetts,MA,Plymouth,23,42.0834,-71.0184"
2304,"02304,Brockton,Massachusetts,MA,Plymouth,23,42.0834,-71.0184"
2305,"02305,Brockton,Massachusetts,MA,Plymouth,23,42.0834,-71.0184"
2324,"02324,Bridgewater,Massachusetts,MA,Plymouth,23,41.9773,-70.9723"
2325,"02325,Bridgewater,Massachusetts,MA,Plymouth,23,41.9873,-70.9728"
2327,"02327,Bryantville,Massachusetts,MA,Plymouth,23,42.0407,-70.8272"
2330,"02330,Carver,Massachusetts,MA,Plymouth,23,41.8883,-70.7678"
2331,"02331,Duxbury,Massachusetts,MA,Plymouth,23,41.9705,-70.7014"
2332,"02332,Duxbury,Massachusetts,MA,Plymouth,23,42.0399,-70.7163"
2333,"02333,East Bridgewater,Massachusetts,MA,Plymouth,23,42.0315,-70.945"
2337,"02337,Elmwood,Massachusetts,MA,Plymouth,23,42.0098,-70.962"
2338,"02338,Halifax,Massachusetts,MA,Plymouth,23,42.0002,-70.8448"
2339,"02339,Hanover,Massachusetts,MA,Plymouth,23,42.1214,-70.857"
2340,"02340,Hanover,Massachusetts,MA,Plymouth,23,42.1137,-70.8161"
2341,"02341,Hanson,Massachusetts,MA,Plymouth,23,42.0616,-70.8651"
2344,"02344,Middleboro,Massachusetts,MA,Plymouth,23,41.8932,-70.9112"
2345,"02345,Manomet,Massachusetts,MA,Plymouth,23,41.8882,-70.581"
2346,"02346,Middleboro,Massachusetts,MA,Plymouth,23,41.8884,-70.893"
2347,"02347,Lakeville,Massachusetts,MA,Plymouth,23,41.8374,-70.9582"
2348,"02348,Lakeville,Massachusetts,MA,Plymouth,23,41.8459,-70.9495"
2349,"02349,Middleboro,Massachusetts,MA,Plymouth,23,41.8932,-70.9112"
2350,"02350,Monponsett,Massachusetts,MA,Plymouth,23,42.0185,-70.8475"
2351,"02351,Abington,Massachusetts,MA,Plymouth,23,42.1167,-70.9543"
2355,"02355,North Carver,Massachusetts,MA,Plymouth,23,41.9169,-70.8013"
2358,"02358,North Pembroke,Massachusetts,MA,Plymouth,23,42.0932,-70.7925"
2359,"02359,Pembroke,Massachusetts,MA,Plymouth,23,42.0621,-70.8044"
2360,"02360,Plymouth,Massachusetts,MA,Plymouth,23,41.9104,-70.642"
2361,"02361,Plymouth,Massachusetts,MA,Plymouth,23,41.9705,-70.7014"
2362,"02362,Plymouth,Massachusetts,MA,Plymouth,23,41.9584,-70.6673"
2364,"02364,Kingston,Massachusetts,MA,Plymouth,23,41.995,-70.741"
2366,"02366,South Carver,Massachusetts,MA,Plymouth,23,41.8501,-70.7044"
2367,"02367,Plympton,Massachusetts,MA,Plymouth,23,41.9655,-70.8046"
2370,"02370,Rockland,Massachusetts,MA,Plymouth,23,42.1293,-70.9133"
2379,"02379,West Bridgewater,Massachusetts,MA,Plymouth,23,42.0255,-71.0161"
2381,"02381,White Horse Beach,Massachusetts,MA,Plymouth,23,41.9316,-70.5611"
2382,"02382,Whitman,Massachusetts,MA,Plymouth,23,42.0816,-70.9381"
2538,"02538,East Wareham,Massachusetts,MA,Plymouth,23,41.7682,-70.6532"
2558,"02558,Onset,Massachusetts,MA,Plymouth,23,41.7476,-70.6582"
2571,"02571,Wareham,Massachusetts,MA,Plymouth,23,41.7541,-70.7116"
2576,"02576,West Wareham,Massachusetts,MA,Plymouth,23,41.7796,-70.7642"
2738,"02738,Marion,Massachusetts,MA,Plymouth,23,41.7095,-70.7613"
2739,"02739,Mattapoisett,Massachusetts,MA,Plymouth,23,41.6618,-70.8164"
2770,"02770,Rochester,Massachusetts,MA,Plymouth,23,41.7591,-70.8523"
2108,"02108,Boston,Massachusetts,MA,Suffolk,25,42.3576,-71.0684"
2109,"02109,Boston,Massachusetts,MA,Suffolk,25,42.36,-71.0545"
2110,"02110,Boston,Massachusetts,MA,Suffolk,25,42.3576,-71.0514"
2111,"02111,Boston,Massachusetts,MA,Suffolk,25,42.3503,-71.0629"
2112,"02112,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2113,"02113,Boston,Massachusetts,MA,Suffolk,25,42.3657,-71.056"
2114,"02114,Boston,Massachusetts,MA,Suffolk,25,42.3611,-71.0682"
2115,"02115,Boston,Massachusetts,MA,Suffolk,25,42.3427,-71.0922"
2116,"02116,Boston,Massachusetts,MA,Suffolk,25,42.3492,-71.0768"
2117,"02117,Boston,Massachusetts,MA,Suffolk,25,42.3585,-71.058"
2118,"02118,Boston,Massachusetts,MA,Suffolk,25,42.3362,-71.0729"
2119,"02119,Roxbury,Massachusetts,MA,Suffolk,25,42.3251,-71.0953"
2120,"02120,Roxbury Crossing,Massachusetts,MA,Suffolk,25,42.3307,-71.0912"
2121,"02121,Dorchester,Massachusetts,MA,Suffolk,25,42.2973,-71.0745"
2122,"02122,Dorchester,Massachusetts,MA,Suffolk,25,42.2973,-71.0745"
2123,"02123,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2124,"02124,Dorchester Center,Massachusetts,MA,Suffolk,25,42.2918,-71.0717"
2125,"02125,Dorchester,Massachusetts,MA,Suffolk,25,42.2973,-71.0745"
2126,"02126,Mattapan,Massachusetts,MA,Suffolk,25,42.2739,-71.0939"
2127,"02127,Boston,Massachusetts,MA,Suffolk,25,42.3347,-71.0375"
2128,"02128,Boston,Massachusetts,MA,Suffolk,25,42.3642,-71.0257"
2129,"02129,Charlestown,Massachusetts,MA,Suffolk,25,42.3778,-71.0627"
2130,"02130,Jamaica Plain,Massachusetts,MA,Suffolk,25,42.3126,-71.1115"
2131,"02131,Roslindale,Massachusetts,MA,Suffolk,25,42.2836,-71.1295"
2132,"02132,West Roxbury,Massachusetts,MA,Suffolk,25,42.2787,-71.1589"
2133,"02133,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2134,"02134,Allston,Massachusetts,MA,Suffolk,25,42.3535,-71.1329"
2135,"02135,Brighton,Massachusetts,MA,Suffolk,25,42.3478,-71.1566"
2136,"02136,Hyde Park,Massachusetts,MA,Suffolk,25,42.254,-71.1261"
2137,"02137,Readville,Massachusetts,MA,Suffolk,25,42.2404,-71.137"
2150,"02150,Chelsea,Massachusetts,MA,Suffolk,25,42.3963,-71.0325"
2151,"02151,Revere,Massachusetts,MA,Suffolk,25,42.4138,-71.0052"
2152,"02152,Winthrop,Massachusetts,MA,Suffolk,25,42.3763,-70.98"
2163,"02163,Boston,Massachusetts,MA,Suffolk,25,42.3253,-71.1122"
2196,"02196,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2199,"02199,Boston,Massachusetts,MA,Suffolk,25,42.3479,-71.0825"
2201,"02201,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2203,"02203,Boston,Massachusetts,MA,Suffolk,25,42.3615,-71.0604"
2204,"02204,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2205,"02205,Boston,Massachusetts,MA,Suffolk,25,42.3503,-71.0539"
2206,"02206,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2210,"02210,Boston,Massachusetts,MA,Suffolk,25,42.3489,-71.0465"
2211,"02211,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2215,"02215,Boston,Massachusetts,MA,Suffolk,25,42.3471,-71.1027"
2217,"02217,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2222,"02222,Boston,Massachusetts,MA,Suffolk,25,42.3644,-71.0633"
2241,"02241,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2266,"02266,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2283,"02283,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2284,"02284,Boston,Massachusetts,MA,Suffolk,25,42.3389,-70.9196"
2293,"02293,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2297,"02297,Boston,Massachusetts,MA,Suffolk,25,42.3584,-71.0598"
2298,"02298,Boston,Massachusetts,MA,Suffolk,25,42.3823,-71.0323"
1005,"01005,Barre,Massachusetts,MA,Worcester,27,42.4097,-72.1084"
1031,"01031,Gilbertville,Massachusetts,MA,Worcester,27,42.3322,-72.1986"
1037,"01037,Hardwick,Massachusetts,MA,Worcester,27,42.3479,-72.2253"
1068,"01068,Oakham,Massachusetts,MA,Worcester,27,42.348,-72.0513"
1074,"01074,South Barre,Massachusetts,MA,Worcester,27,42.3854,-72.0954"
1083,"01083,Warren,Massachusetts,MA,Worcester,27,42.204,-72.1994"
1092,"01092,West Warren,Massachusetts,MA,Worcester,27,42.2029,-72.229"
1094,"01094,Wheelwright,Massachusetts,MA,Worcester,27,42.3582,-72.1408"
1331,"01331,Athol,Massachusetts,MA,Worcester,27,42.5959,-72.2267"
1366,"01366,Petersham,Massachusetts,MA,Worcester,27,42.4898,-72.1893"
1368,"01368,Royalston,Massachusetts,MA,Worcester,27,42.6722,-72.1964"
1420,"01420,Fitchburg,Massachusetts,MA,Worcester,27,42.5796,-71.8031"
1430,"01430,Ashburnham,Massachusetts,MA,Worcester,27,42.6496,-71.9267"
1434,"01434,Devens,Massachusetts,MA,Worcester,27,42.5385,-71.6115"
1436,"01436,Baldwinville,Massachusetts,MA,Worcester,27,42.5936,-72.0646"
1438,"01438,East Templeton,Massachusetts,MA,Worcester,27,42.5631,-72.037"
1440,"01440,Gardner,Massachusetts,MA,Worcester,27,42.574,-71.9898"
1441,"01441,Westminster,Massachusetts,MA,Worcester,27,42.5459,-71.9106"
1451,"01451,Harvard,Massachusetts,MA,Worcester,27,42.4986,-71.5753"
1452,"01452,Hubbardston,Massachusetts,MA,Worcester,27,42.4865,-72.0012"
1453,"01453,Leominster,Massachusetts,MA,Worcester,27,42.5274,-71.7563"
1462,"01462,Lunenburg,Massachusetts,MA,Worcester,27,42.5884,-71.7266"
1467,"01467,Still River,Massachusetts,MA,Worcester,27,42.4871,-71.6131"
1468,"01468,Templeton,Massachusetts,MA,Worcester,27,42.546,-72.065"
1473,"01473,Westminster,Massachusetts,MA,Worcester,27,42.5483,-71.9096"
1475,"01475,Winchendon,Massachusetts,MA,Worcester,27,42.6789,-72.0475"
1501,"01501,Auburn,Massachusetts,MA,Worcester,27,42.2055,-71.8391"
1503,"01503,Berlin,Massachusetts,MA,Worcester,27,42.3844,-71.6356"
1504,"01504,Blackstone,Massachusetts,MA,Worcester,27,42.0287,-71.5269"
1505,"01505,Boylston,Massachusetts,MA,Worcester,27,42.3377,-71.731"
1506,"01506,Brookfield,Massachusetts,MA,Worcester,27,42.1991,-72.0989"
1507,"01507,Charlton,Massachusetts,MA,Worcester,27,42.1379,-71.9664"
1508,"01508,Charlton City,Massachusetts,MA,Worcester,27,42.1459,-71.9884"
1509,"01509,Charlton Depot,Massachusetts,MA,Worcester,27,42.1731,-71.9787"
1510,"01510,Clinton,Massachusetts,MA,Worcester,27,42.4181,-71.6828"
1515,"01515,East Brookfield,Massachusetts,MA,Worcester,27,42.2193,-72.0481"
1516,"01516,Douglas,Massachusetts,MA,Worcester,27,42.0528,-71.7509"
1518,"01518,Fiskdale,Massachusetts,MA,Worcester,27,42.1228,-72.1178"
1519,"01519,Grafton,Massachusetts,MA,Worcester,27,42.2004,-71.6868"
1520,"01520,Holden,Massachusetts,MA,Worcester,27,42.342,-71.8414"
1522,"01522,Jefferson,Massachusetts,MA,Worcester,27,42.3755,-71.8706"
1523,"01523,Lancaster,Massachusetts,MA,Worcester,27,42.451,-71.6868"
1524,"01524,Leicester,Massachusetts,MA,Worcester,27,42.237,-71.9188"
1525,"01525,Linwood,Massachusetts,MA,Worcester,27,42.0973,-71.6448"
1526,"01526,Manchaug,Massachusetts,MA,Worcester,27,42.0945,-71.7476"
1527,"01527,Millbury,Massachusetts,MA,Worcester,27,42.1968,-71.7644"
1529,"01529,Millville,Massachusetts,MA,Worcester,27,42.0331,-71.5798"
1531,"01531,New Braintree,Massachusetts,MA,Worcester,27,42.3198,-72.1306"
1532,"01532,Northborough,Massachusetts,MA,Worcester,27,42.3182,-71.6464"
1534,"01534,Northbridge,Massachusetts,MA,Worcester,27,42.1494,-71.6564"
