CUSTOMER_NUMBER,PRIMARY_GROUP_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
501532685,,CALL CENTER,6/30/2023,6/23/2023,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2453
501462610,,SALES REP,11/8/2023,11/18/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21675
501644429,,SALES REP,5/3/2024,4/23/2024,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,FALSE,21001
600686006,8401,SALES REP,2/27/2017,11/13/2015,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,66523
501576846,,MYCOKE360,11/2/2023,10/25/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2051
501600686,,SALES REP,2/14/2024,1/24/2024,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,67203
500390953,,SALES REP,5/17/2017,4/28/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66667
600554105,1102,SALES REP,3/1/2017,8/23/2009,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,41348
600578193,,SALES REP,2/28/2017,12/8/2015,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,2649
501686677,,SALES REP,8/9/2024,7/17/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,71071
501032631,4671,SALES REP,3/3/2020,12/21/2019,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,1368
501367851,,SALES REP,4/11/2022,4/1/2022,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2724
501263050,,SALES REP,9/23/2021,9/16/2021,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,20610
501170070,,SALES REP,7/1/2021,1/8/2021,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,66771
500999618,,SALES REP,10/1/2019,9/17/2019,EVENT,ACTIVITIES,GAME CENTER,TRUE,FALSE,1343
600567379,437,SALES REP,3/3/2017,5/13/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40146
600574422,7635,SALES REP,3/6/2017,1/22/2015,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,TRUE,FALSE,40940
600562412,,SALES REP,6/6/2017,11/9/2011,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,20759
600555061,,SALES REP,3/17/2017,11/28/1994,DINING,FAST CASUAL DINING,BURGER FAST FOOD,FALSE,TRUE,40146
500462834,1892,SALES REP,11/1/2017,10/10/2017,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,66667
501497186,1431,SALES REP,8/1/2023,3/9/2023,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2065
600079569,,SALES REP,3/14/2016,2/18/1997,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,41605
600075286,,SALES REP,5/26/2016,6/11/2015,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,2141
600076119,,SALES REP,3/25/2016,4/27/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1349
500506507,2089,SALES REP,3/2/2018,12/21/2017,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,67475
501478761,,SALES REP,2/13/2023,1/11/2023,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,42701
501501707,6027,SALES REP,6/19/2023,3/23/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,21664
501393837,,SALES REP,9/29/2022,6/14/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1093
501036224,2333,SALES REP,1/14/2020,1/8/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,42701
600082333,6774,SALES REP,3/3/2016,2/5/2010,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,1778
501600258,,SALES REP,2/15/2024,1/23/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,21920
500719066,,SALES REP,8/1/2018,7/24/2018,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2071
600082699,395,CALL CENTER,2/29/2016,5/28/2013,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42701
501214734,,SALES REP,6/1/2021,5/12/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1778
500823096,2183,OTHER,2/4/2019,11/23/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,21793
600076749,2239,SALES REP,3/1/2016,2/1/1992,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,70784
500571618,400,SALES REP,4/18/2018,4/2/2018,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,42033
501213416,,OTHER,5/19/2021,5/7/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1803
600078077,,SALES REP,8/30/2017,5/29/2008,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2032
500802594,,SALES REP,11/9/2018,10/19/2018,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,TRUE,21221
500299232,,SALES REP,9/22/2016,9/6/2016,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,2196
501497474,,SALES REP,4/12/2023,3/9/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42035
600078690,,SALES REP,8/29/2017,10/15/2010,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,40806
501156188,,SALES REP,3/16/2021,12/15/2020,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,40391
500913616,,SALES REP,5/3/2019,3/29/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2345
501352874,6528,SALES REP,3/17/2022,2/25/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,41615
600079020,,SALES REP,9/1/2017,11/15/2000,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,66407
600079009,340,OTHER,9/19/2017,1/27/1999,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66407
500936160,,SALES REP,5/15/2019,5/10/2019,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,TRUE,1887
501043642,,SALES REP,7/28/2022,1/24/2020,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,66962
500618408,1431,SALES REP,5/18/2018,5/11/2018,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,21704
600566413,5510,SALES REP,5/18/2017,2/13/2013,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,66962
600084353,,SALES REP,12/2/2015,12/3/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67063
501364928,5334,MYCOKE360,3/15/2024,3/28/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2341
501512373,,SALES REP,5/17/2023,4/25/2023,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21778
501174795,,SALES REP,2/10/2021,1/27/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2563
501591951,,SALES REP,1/9/2024,12/19/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1236
500608273,,SALES REP,8/10/2020,5/4/2018,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,40579
501494168,381,SALES REP,4/14/2023,3/1/2023,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,66933
500913413,,SALES REP,4/17/2019,3/29/2019,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,66933
600557015,2487,SALES REP,5/4/2017,7/29/2010,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66071
500939136,,CALL CENTER,5/31/2019,5/17/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1880
501660747,,CALL CENTER,10/11/2024,5/29/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67108
501178686,5562,SALES REP,6/17/2021,2/3/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1501
500600458,,SALES REP,5/29/2018,5/2/2018,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,67553
600083885,1867,SALES REP,12/1/2015,10/8/2014,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,21648
600579458,,SALES REP,5/24/2017,3/30/2016,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1081
600065968,,OTHER,5/30/2018,9/18/2002,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,TRUE,1831
500479716,,SALES REP,6/11/2018,11/15/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42130
600070475,437,CALL CENTER,5/15/2018,7/8/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2210
501028949,2740,OTHER,12/20/2019,12/10/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,21921
600066009,,OTHER,5/31/2018,6/20/2002,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,FALSE,20629
501009474,3819,OTHER,11/14/2019,10/14/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1375
600077375,489,SALES REP,5/1/2018,6/22/2010,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,2446
600064435,1983,OTHER,5/4/2018,6/8/2004,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42566
600062899,21,SALES REP,5/1/2018,7/30/2013,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,FALSE,TRUE,67862
501251690,,SALES REP,9/23/2021,8/26/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,71073
501729157,,SALES REP,11/21/2024,10/23/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1138
600061544,,SALES REP,4/30/2018,5/19/2010,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2475
501688464,6699,SALES REP,8/21/2024,7/23/2024,EVENT,RECREATION,RECREATION PARK,TRUE,TRUE,67140
600266177,340,OTHER,8/22/2016,1/28/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2081
501499533,,CALL CENTER,4/11/2023,3/16/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,2081
600256534,437,MYCOKE360,8/10/2016,4/18/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42069
600260035,5646,SALES REP,8/5/2016,5/12/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40577
600255804,1830,SALES REP,8/5/2016,2/24/2013,EVENT,ACTIVITIES,GAME CENTER,TRUE,TRUE,67565
600262778,,SALES REP,8/22/2016,1/29/1998,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,40119
501368715,8477,SALES REP,4/27/2022,4/4/2022,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1101
500714888,,SALES REP,4/15/2019,7/20/2018,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,TRUE,TRUE,42334
600255121,,SALES REP,8/5/2016,3/6/2012,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,1453
500386848,7095,SALES REP,5/2/2017,4/17/2017,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,66542
501601415,6310,SALES REP,2/9/2024,1/26/2024,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,1521
501637855,,MYCOKE360,5/14/2024,4/1/2024,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,2134
600257876,,OTHER,8/3/2016,3/17/2014,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1344
501456012,2487,MYCOKE LEGACY,11/22/2022,11/2/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1438
600263701,,CALL CENTER,8/25/2016,9/8/1993,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,21798
500736712,,SALES REP,8/30/2018,8/23/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1863
600256649,437,MYCOKE360,8/1/2016,4/30/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40422
600256609,437,SALES REP,8/17/2016,4/24/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1936
500643831,1953,CALL CENTER,9/4/2018,6/14/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67861
501079276,,SALES REP,4/9/2020,4/8/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,21655
500468650,2740,CALL CENTER,3/16/2018,10/17/2017,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,1970
600059789,104,OTHER,3/23/2018,8/12/2015,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21031
501265642,647,MYCOKE360,2/17/2022,9/24/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1220
600053423,384,OTHER,3/9/2018,10/25/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,2330
501303585,1110,MYCOKE360,2/8/2022,12/7/2021,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,FALSE,1098
501394779,,OTHER,8/1/2022,6/17/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,20701
600056064,,SALES REP,3/1/2018,5/30/2002,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67648
600054623,1006,OTHER,3/19/2018,8/3/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,41035
600055449,,SALES REP,3/1/2018,10/6/1994,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42411
600054013,399,OTHER,3/7/2018,4/30/2014,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1603
501654127,,SALES REP,5/15/2024,5/8/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40152
600053631,437,SALES REP,2/28/2018,4/30/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1866
600057227,,OTHER,3/13/2018,3/7/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2330
500635843,,SALES REP,10/17/2018,5/30/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67333
500739427,,OTHER,8/31/2018,8/24/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,41099
501232989,,MYCOKE360,7/29/2021,7/2/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1245
600057654,473,CALL CENTER,3/7/2018,9/16/2010,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1866
600054725,,SALES REP,2/28/2018,10/1/1983,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,42304
501490782,,OTHER,7/12/2023,2/20/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21237
600053468,,OTHER,3/21/2018,12/4/2012,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1603
501705607,,MYCOKE360,10/23/2024,9/3/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67052
501621500,,SALES REP,2/9/2024,2/7/2024,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,41030
501665208,9539,SALES REP,6/27/2024,6/7/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
501631084,9539,SALES REP,4/8/2024,3/7/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
500981205,9539,SALES REP,8/29/2019,8/8/2019,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
501573530,1194,SALES REP,11/14/2023,10/17/2023,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,66775
501170720,1194,SALES REP,2/1/2021,1/12/2021,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67730
501282264,,SALES REP,12/1/2021,10/14/2021,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,20736
600551540,404,SALES REP,3/8/2017,4/1/2008,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66426
600561933,1194,SALES REP,3/23/2017,9/4/2011,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67621
501384472,1431,SALES REP,5/27/2022,5/20/2022,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,21131
600577962,2839,OTHER,2/27/2017,11/16/2015,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67483
501589432,,SALES REP,6/27/2024,12/13/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67675
501224842,4108,SALES REP,4/29/2022,6/7/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,41093
501652048,,SALES REP,5/20/2024,5/1/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2719
500329633,,SALES REP,4/7/2017,10/31/2016,CONVENTIONAL,PHARMACY RETAILER,INDEPENDENT LOCAL STORE,TRUE,FALSE,2019
501756473,,SALES REP,12/26/2024,12/9/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1060
500969847,,SALES REP,7/30/2019,7/17/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1119
500979925,,OTHER,9/9/2019,8/6/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21919
600581751,,SALES REP,3/3/2017,9/30/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67209
501417002,,MYCOKE360,11/25/2022,8/9/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2293
501244576,5311,SALES REP,8/20/2021,8/3/2021,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,2350
501180615,444,SALES REP,3/4/2021,2/9/2021,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,21780
501024579,,SALES REP,1/28/2020,11/25/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1904
501339308,,SALES REP,2/22/2022,1/28/2022,DINING,FAST CASUAL DINING,BURGER FAST FOOD,FALSE,FALSE,1562
501635361,,SALES REP,5/2/2024,3/21/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2115
600581254,,OTHER,3/16/2017,8/21/2016,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1301
501367337,,SALES REP,5/9/2022,3/31/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2366
501657683,,MYCOKE360,5/24/2024,5/20/2024,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,FALSE,2559
501734897,,SALES REP,11/25/2024,11/5/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,66946
501391796,2095,MYCOKE360,8/31/2022,6/9/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,42728
501501181,863,SALES REP,3/29/2023,3/22/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1504
600075273,863,SALES REP,3/3/2016,4/3/2015,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,2667
501455229,,SALES REP,11/28/2022,11/2/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,40361
600075690,,SALES REP,3/3/2016,7/29/2014,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1532
501009386,,SALES REP,11/5/2019,10/14/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1509
600079909,2248,SALES REP,3/1/2016,1/26/2005,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,FALSE,66946
500914656,9239,OTHER,4/12/2019,4/2/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40962
600075644,,SALES REP,2/29/2016,2/1/1984,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,1821
501018506,,SALES REP,12/19/2019,11/6/2019,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67521
501344473,,SALES REP,9/7/2022,2/9/2022,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,TRUE,67647
600081608,1980,SALES REP,4/7/2016,8/2/2002,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,67649
500680781,,OTHER,3/12/2019,6/25/2018,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,FALSE,40110
600076414,489,SALES REP,3/3/2016,3/2/2011,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,TRUE,2071
600078146,399,SALES REP,8/30/2017,11/3/2010,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,2032
600078057,2382,SALES REP,8/31/2017,9/21/2007,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1803
600078071,,SALES REP,8/30/2017,4/2/2008,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2032
600264508,,OTHER,8/18/2016,10/19/1993,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,1865
500383853,864,SALES REP,4/19/2017,4/11/2017,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,42056
600078626,,SALES REP,9/8/2017,7/2/2008,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,67654
501665906,,SALES REP,6/28/2024,6/11/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67657
600256570,437,SALES REP,8/15/2016,4/19/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2763
501368299,2095,MYCOKE360,9/12/2022,4/4/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,40988
600263468,,OTHER,8/18/2016,9/8/1993,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1071
600264586,,SALES REP,9/30/2016,8/27/2001,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40513
600256696,437,MYCOKE360,8/10/2016,5/7/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40027
600256050,384,SALES REP,8/18/2016,12/11/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,40988
600084442,437,SALES REP,12/15/2015,4/29/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67063
500976646,,SALES REP,8/2/2019,7/29/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,66962
500808098,,SALES REP,12/21/2018,10/30/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66953
501564475,6192,SALES REP,10/18/2023,9/20/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,42442
500517581,,MYCOKE360,2/26/2018,1/24/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40452
501283396,2791,SALES REP,12/16/2021,10/18/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1088
501231911,9546,SALES REP,2/28/2022,6/28/2021,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,FALSE,FALSE,21227
500522518,21,SALES REP,2/9/2018,2/1/2018,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,FALSE,TRUE,21156
501216121,,SALES REP,6/7/2021,5/17/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42024
600584976,,SALES REP,5/2/2017,1/24/2002,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,67473
500646988,2487,OTHER,6/27/2018,6/18/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21078
600551211,380,MYCOKE360,5/8/2017,12/10/2007,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,21150
600102798,2379,SALES REP,12/1/2015,1/1/1995,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,TRUE,67553
600083428,437,SALES REP,12/14/2015,4/29/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67553
600102897,,SALES REP,12/7/2015,7/21/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67553
600083743,2077,SALES REP,6/7/2016,9/5/2007,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2150
600556551,4834,SALES REP,11/5/2019,5/17/2010,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,TRUE,42452
501082269,,SALES REP,5/8/2020,4/23/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,41667
500709646,864,SALES REP,8/31/2018,7/17/2018,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21040
501481417,,MYCOKE LEGACY,3/13/2023,1/20/2023,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,21207
500391776,,OTHER,10/30/2018,5/2/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40801
600069211,,OTHER,5/4/2018,11/9/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21626
501688852,,SALES REP,8/29/2024,7/23/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2474
